Course No.,Course Title,Description,Attributes1,Attributes2,Autumn '18,Winter '18,Spring '18,Units,Instructor
CS 326,Topics in Advanced Robotic Manipulation,"This course provides a survey of the most important and influential concepts in autonomous robotic manipulation. It includes classical concepts that are still widely used and recent approaches that have changed the way we look autonomous manipulation. We cover approaches towards motion planning and control using visual and tactile perception as well as machine learning. This course is especially concerned with new approaches for overcoming challenges in generalization from experience, exploration of the environment, and learning representation so that these methods can scale to real problems. Students are expected to present one paper in a tutorial, debate a paper once from the Pro and once from the Con side. They are also expected to propose an original research project and work on it towards a research paper. Recommended: CS 131, 223A, 229 or equivalents.",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Cain, J. (PI) ; Troccoli, N. (PI)",TRUE,FALSE,FALSE,3-4 ," Cain, J. (PI) ; Troccoli, N. (PI)"
CS 327A,Advanced Robotic Manipulation,"Advanced control methodologies and novel design techniques for complex human-like robotic and bio mechanical systems. Class covers the fundamentals in operational space dynamics and control, elastic planning, human motion synthesis. Topics include redundancy, inertial properties, haptics, simulation, robot cooperation, mobile manipulation, human-friendly robot design, humanoids and whole-body control. Additional topcs in emerging areas are presented by groups of students at the end-of-quarter mini-symposium. Prerequisites: 223A or equivalent.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Lee, C. (PI) ; Troccoli, N. (PI)",FALSE,FALSE,TRUE,3 ," Lee, C. (PI) ; Troccoli, N. (PI)"
CS 332,Advanced Survey of Reinforcement Learning,"This class will provide a core overview of essential topics and new research frontiers in reinforcement learning. Planned topics include: model free and model based reinforcement learning, policy search, Monte Carlo Tree Search planning methods, off policy evaluation, exploration, imitation learning, temporal abstraction/hierarchical approaches, safety and risk sensitivity, human-in-the-loop RL, inverse reinforcement learning, learning to communicate, and insights from human learning. Students are expected to create an original research paper on a related topic. Prerequisites: CS221 or AA238/CS238 or CS234 or CS229 or similar experience.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Gregg, C. (PI) ; Hanrahan, P. (PI) ; Zelenski, J. (PI)",TRUE,FALSE,FALSE,3 ," Gregg, C. (PI) ; Hanrahan, P. (PI) ; Zelenski, J. (PI)"
CS 333,Safe and Interactive Robotics,"Once confined to the manufacturing floor, robots are quickly entering the public space at multiple levels: drones, surgical robots, service robots, and self-driving cars are becoming tangible technologies impacting the human experience. Our goal in this class is to learn about and design algorithms that enable robots to reason about their actions, interact with one another, the humans, and the environment they live in, as well as plan safe strategies that humans can trust and rely on.nThis is a project-based graduate course that studies algorithms in formal methods, control theory, and robotics, which can improve the state-of-the-art human-robot systems. We focus on designing new algorithms for enhancing safe and interactive autonomy. nnRecommended: Introductory course in AI and robotics.",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Young, P. (PI)",TRUE,FALSE,FALSE,3-4 ," Young, P. (PI)"
CS 334A,"Convex Optimization I (CME 364A, EE 364A)","Convex sets, functions, and optimization problems. The basics of convex analysis and theory of convex programming: optimality conditions, duality theory, theorems of alternative, and applications. Least-squares, linear and quadratic programs, semidefinite programming, and geometric programming. Numerical algorithms for smooth and equality constrained problems; interior-point methods for inequality constrained problems. Applications to signal processing, communications, control, analog and digital circuit design, computational geometry, statistics, machine learning, and mechanical engineering. Prerequisite: linear algebra such as EE263, basic probability.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Piech, C. (PI)",FALSE,TRUE,FALSE,3 ," Piech, C. (PI)"
CS 341,Project in Mining Massive Data Sets,"Team project in data mining and machine learning of very large-scale data, including the problem statement, implementation, and evaluation of a solution. Students work on real problems on real-world data. The course provides access to large real-world data and access to big data cloud computing infrastructure (Amazon EC2, Google Cloud Platform). Some lectures on relevant materials will be given (Hadoop, Spark, Hive, Amazon EC2) as well as other topics of relevance to projects.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Cain, J. (PI) ; Gregg, C. (PI)",FALSE,FALSE,TRUE,3 ," Cain, J. (PI) ; Gregg, C. (PI)"
CS 344,Topics in Computer Networks,"High-performance network system design. Students will work in teams of two to build a fully functioning Internet router. Students will design the control plane in C on a linux host and will design the data plane in the new P4 language on the NetFPGA 4 x 10GE switch. For the midterm milestone, teams must demonstrate that their routers can interoperate with the other teams by building a small scale datacenter topology. In the final 3-4 weeks of the class, teams will participate in an open-ended design challenge. Prerequisites: At least one student in each team must have taken CS144 at Stanford and completed Lab 3 (static router), Verilog experience for one member of each team is helpful but not required. Advanced material is often taught for the first time as a topics course, perhaps by a faculty member visiting from another institution. May be repeated for credit.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Jurafsky, D. (PI)",FALSE,FALSE,TRUE,3 ," Jurafsky, D. (PI)"
CS 348B,Computer Graphics: Image Synthesis Techniques,"Intermediate level, emphasizing high-quality image synthesis algorithms and systems issues in rendering. Topics include: Reyes and advanced rasterization, including motion blur and depth of field; ray tracing and physically based rendering; Monte Carlo algorithms for rendering, including direct illumination and global illumination; path tracing and photon mapping; surface reflection and light source models; volume rendering and subsurface scattering; SIMD and multi-core parallelism for rendering. Written assignments and programming projects. Prerequisite: 248 or equivalent. Recommended: Fourier analysis or digital signal processing.",Terms: Spr | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Krishna, R. (PI) ; Niebles Duque, J. (PI)",FALSE,FALSE,TRUE,3-4 ," Krishna, R. (PI) ; Niebles Duque, J. (PI)"
CS 348C,Computer Graphics: Animation and Simulation,"Core mathematics and methods for computer animation and motion simulation. Traditional animation techniques. Physics-based simulation methods for modeling shape and motion: particle systems, constraints, rigid bodies, deformable models, collisions and contact, fluids, and fracture. Animating natural phenomena. Methods for animating virtual characters and crowds. Additional topics selected from data-driven animation methods, realism and perception, animation systems, motion control, real-time and interactive methods, and multi-sensory feedback. Recommended: CS 148 and/or 205A. Prerequisite: linear algebra.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Mazieres, D. (PI) ; Ousterhout, J. (PI)",FALSE,TRUE,FALSE,3 ," Mazieres, D. (PI) ; Ousterhout, J. (PI)"
CS 348K,Visual Computing Systems,"Visual computing tasks such as computational photography, image/video analysis, 3D reconstruction, and real-time 3D graphics are key responsibilities of modern computer systems ranging from sensor-rich smart phones, autonomous robots, and large data centers. These workloads demand exceptional system efficiency and this course examines the key ideas, techniques, and challenges associated with the design of parallel (and heterogeneous) systems that execute and accelerate visual computing applications. This course is intended for graduate and advanced undergraduate-level systems students interested in architecting efficient graphics, image processing, and computer vision platforms (both new hardware architectures and domain-optimized programming frameworks) and for students in graphics, vision, and ML that seek to understand throughput computing principles so they can develop scalablenalgorithms that map efficiently these future platforms. Students will perform daily research paper readings, complete simple programming assignments, and compete a self-selected term project. Prerequisites: CS 107 or equivalent. Recommended: Parallel computing or computer architecture ( CS 149, EE 282), some background in techniques in either deep learning ( CS 230, CS 231N), computer vision ( CS 231A), digital image processing ( CS 232).",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Engler, D. (PI)",TRUE,FALSE,FALSE,3-4 ," Engler, D. (PI)"
CS 349D,Cloud Computing Technology,"The largest change in the computer industry over the past five years has arguably been the emergence of cloud computing: organizations are increasingly moving their workloads to managed public clouds and using new, global-scale services that were simply not possible in private datacenters. However, both building and using cloud systems remains a black art with many difficult research challenges. This research seminar will cover industry and academic work on cloud computing and survey challenges including programming interfaces, cloud native applications, resource management, pricing, availability and reliability, privacy and security. Students will also propose and develop an original research project.n nPrerequisites: For graduate students, background in computer systems ( CS 240, 244, 244B or 245) is strongly recommended. Undergrads will need instructor's approval.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: James, D. (PI)",TRUE,FALSE,FALSE,3 ," James, D. (PI)"
CS 354,Topics in Intractability: Unfulfilled Algorithmic Fantasies,"Over the past 45 years, understanding NP-hardness has been an amazingly useful tool for algorithm designers. This course will expose students to additional ways to reason about obstacles for designing efficient algorithms. Topics will include unconditional lower bounds (query- and communication-complexity), total problems, Unique Games, average-case complexity, and fine-grained complexity. Prerequisites: CS 161 or equivalent. CS 254 recommended but not required.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Rosenblum, M. (PI)",FALSE,FALSE,TRUE,3 ," Rosenblum, M. (PI)"
CS 356,Topics in Computer and Network Security,"Research seminar covering foundational work and current topics in computer and network security. Students will read and discuss published research papers as well as complete an original research project in small groups. Open to Ph.D. and masters students as well as advanced undergraduate students. Prerequisites: While the course has no official prerequisites, students need a mature understanding of software systems and networks to be successful. We strongly encourage students to first take CS155: Computer and Network Security.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Chandra, S. (PI)",TRUE,FALSE,FALSE,3 ," Chandra, S. (PI)"
CS 361,Engineering Design Optimization (AA 222),"Design of engineering systems within a formal optimization framework. This course covers the mathematical and algorithmic fundamentals of optimization, including derivative and derivative-free approaches for both linear and non-linear problems, with an emphasis on multidisciplinary design optimization. Topics will also include quantitative methodologies for addressing various challenges, such as accommodating multiple objectives, automating differentiation, handling uncertainty in evaluations, selecting design points for experimentation, and principled methods for optimization when evaluations are expensive. Applications range from the design of aircraft to automated vehicles. Prerequisites: some familiarity with probability, programming, and multivariable calculus.",Terms: Spr | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: McKeown, N. (PI) ; Winstein, K. (PI)",FALSE,FALSE,TRUE,3-4 ," McKeown, N. (PI) ; Winstein, K. (PI)"
CS 369L,Algorithmic Perspective on Machine Learning,"Many problems in machine learning are intractable in the worst case, andnpose a challenge for the design of algorithms with provable guarantees. In this course, we will discuss several success stories at the intersection of algorithm design and machine learning, focusing on devising appropriate models and mathematical tools to facilitate rigorous analysis.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Shivakumar, N. (PI)",FALSE,TRUE,FALSE,3 ," Shivakumar, N. (PI)"
CS 369M,Metric Embeddings and Algorithmic Applications,"Low distortion embeddings of finite metric spaces is a topic at the intersection of mathematics and theoretical computer science. Much progress in this area in recent years has been motivated by algorithmic applications. Mapping complicated metrics of interest to simpler metrics (normed spaces, trees, and so on) gives access to a powerful algorithmic toolkit for approximation algorithms, online algorithms as well as for efficient search and indexing of large data sets. In a different vein, convex relaxations are a useful tool for graph partitioning problems; central to the analysis are metric embedding questions for certainly computationally defined metrics. In this course, we will see several classical and recent results on metric embeddings with a focus on algorithmic applications. Students will be expected to have a strong background in algorithms and probability.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: James, D. (PI) ; Riedel-Kruse, I. (PI)",TRUE,FALSE,FALSE,3 ," James, D. (PI) ; Riedel-Kruse, I. (PI)"
CS 375,Large-Scale Neural Network Modeling for Neuroscience (PSYCH 249),"Introduction to designing, building, and training neural networks for modeling brain and behavioral data, including: deep convolutional neural network models of sensory systems (vision, audition, somatosensation); recurrent neural networks for dynamics, memory and attention; integration of variational and generative methods for cognitive modeling; and methods and metrics for comparing such models to real-world neural data. Attention will be given both to established methods as well as cutting-edge techniques. Students will learn conceptual bases for deep neural network models, and will also implement learn to implement and train large-scale models in Tensorflow using GPUs. Requirements: Fluency in Unix shell and Python programming, familiarity with differential equations, linear algebra, and probability theory, and one or more courses in cognitive or systems neuroscience.",Terms: Aut | Units: 1-3 | Grading: Letter or Credit/No Credit,"Instructors: Landay, J. (PI)",TRUE,FALSE,FALSE,1-3 ," Landay, J. (PI)"
CS 376,Human-Computer Interaction Research,"Prepares students to conduct original HCI research by reading and discussing seminal and cutting-edge research papers. Main topics are ubiquitous computing, social computing, and design and creation; breadth topics include HCI methods, programming, visualization, and user modeling. Student pairs perform a quarter-long research project. Prerequisites: For CS and Symbolic Systems undergraduates/masters students, an A- or better in CS 147 or CS 247. No prerequisite for PhD students or students outside of CS and Symbolic Systems.",Terms: Aut | Units: 3-4 | Repeatable for credit | Grading: Letter (ABCD/NP),"Instructors: Fedkiw, R. (PI)",TRUE,FALSE,FALSE,3-4 ," Fedkiw, R. (PI)"
CS 377E,Designing Solutions to Global Grand Challenges,"In this course we creatively apply information technologies to collectively attack Global Grand Challenges (e.g., global warming, rising healthcare costs and declining access, and ensuring quality education for all). Interdisciplinary student teams will carry out need-finding within a target domain, followed by brainstorming to propose a quarter long project. Teams will spend the rest of the quarter applying user-centered design methods to rapidly iterate through design, prototyping, and testing of their solutions. This course will interweave a weekly lecture with a weekly studio session where students apply the techniques hands-on in a small-scale, supportive environment.",Terms: Spr | Units: 3-4 | Grading: Letter (ABCD/NP),"Instructors: Fatahalian, K. (PI) ; Olukotun, O. (PI)",FALSE,FALSE,TRUE,3-4 ," Fatahalian, K. (PI) ; Olukotun, O. (PI)"
CS 377G,Designing Serious Games,"Over the last few years we have seen the rise of ""serious games"" to promote understanding of complex social and ecological challenges, and to create passion for solving them. This project-based course provides an introduction to game design principals while applying them to games that teach. Run as a hands-on studio class, students will design and prototype games for social change and civic engagement. We will learn the fundamentals of games design via lecture and extensive reading in order to make effective games to explore issues facing society today. The course culminates in an end-of- quarter open house to showcase our games. Prerequisite: CS147 or equivalent. 247 recommended, but not required.",Terms: Aut | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Chaudhri, V. (PI) ; Genesereth, M. (PI)",TRUE,FALSE,FALSE,3-4 ," Chaudhri, V. (PI) ; Genesereth, M. (PI)"
CS 377U,Understanding Users,"This project-based class focuses on understanding the use of technology in the world. Students will learn generative and evaluative research methods to explore how systems are appropriated into everyday life in a quarter-long project where they design, implement and evaluate a novel mobile application. Quantitative (e.g. A/B testing, instrumentation, analytics, surveys) and qualitative (e.g. diary studies, contextual inquiry, ethnography) methods and their combination will be covered along with practical experience applying these methods in their project. Prerequisites: CS 147, 193A/193P (or equivalent mobile programming experience).",Terms: Spr | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Reingold, O. (PI)",FALSE,FALSE,TRUE,3-4 ," Reingold, O. (PI)"
CS 379C,Computational Models of the Neocortex,"This course emphasizes approaches to scaling the technologies of computer science and systems neuroscience to take advantage of the exponential trend in computational power known as Moore's Law. Modern methods in signal processing and machine learning are combined with technologies for managing large datasets common in industry. Classes feature scientists presenting novel approaches for analyzing the structure and function of complex neural circuits. Grading is based on class participation (30%), a project proposal due at midterm (20%), and a final project demonstration and report due by the end of finals (50%). Team projects are encouraged, especially multi-disciplinary collaborations. Prerequisites are basic high-school biology, good math skills and familiarity with machine learning. Some background in computer vision and signal processing is important for projects in structural analysis. Familiarity with modern artificial neural network technologies is a plus for projects in functional analysis. For more detail, see http://www.stanford.edu/class/cs379c/ with special attention to the CALENDAR and DISCUSSION tabs from past classes available by following the ARCHIVES link.",Terms: Spr | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Boneh, D. (PI) ; Durumeric, Z. (PI)",FALSE,FALSE,TRUE,3 ," Boneh, D. (PI) ; Durumeric, Z. (PI)"
CS 390A,Curricular Practical Training,"Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in internship work and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. 390 A, B, and C may each be taken once.","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Genesereth, M. (PI)",TRUE,TRUE,TRUE,1 ," Genesereth, M. (PI)"
CS 390B,Curricular Practical Training,"Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in internship work and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. 390A,B,C may each be taken once.","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Rubinstein, A. (PI) ; Wootters, M. (PI)",TRUE,TRUE,TRUE,1 ," Rubinstein, A. (PI) ; Wootters, M. (PI)"
CS 390C,Curricular Practical Training,"Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in internship work and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. 390A,B,C may each be taken once.","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Schwarz, K. (PI)",TRUE,TRUE,TRUE,1 ," Schwarz, K. (PI)"
CS 390D,Part-time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Valiant, G. (PI)",TRUE,TRUE,TRUE,1 ," Valiant, G. (PI)"
CS 390P,Part-time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).","Terms: Aut, Win, Spr | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Wang, G. (PI) ; Atherton, J. (TA)",TRUE,TRUE,TRUE,1 ," Wang, G. (PI) ; Atherton, J. (TA)"
CS 390Q,Part-Time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).","Terms: Win, Spr | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Reich, R. (PI) ; Sahami, M. (PI) ; Weinstein, J. (PI) ; Winstein, K. (PI)",FALSE,TRUE,TRUE,1 ," Reich, R. (PI) ; Sahami, M. (PI) ; Weinstein, J. (PI) ; Winstein, K. (PI)"
CS 390S,Part-Time CPT,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).",Terms: Aut | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Reich, R. (PI) ; Sahami, M. (PI) ; Weinstein, J. (PI) ; Winstein, K. (PI)",TRUE,FALSE,FALSE,1 ," Reich, R. (PI) ; Sahami, M. (PI) ; Weinstein, J. (PI) ; Winstein, K. (PI)"
CS 390T,Part-Time CPT,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).",Terms: Win | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Finley, M. (PI) ; Goldfein, J. (PI)",FALSE,TRUE,FALSE,1 ," Finley, M. (PI) ; Goldfein, J. (PI)"
CS 390U,Part-Time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).",Terms: Spr | Units: 1 | Grading: Satisfactory/No Credit,"Instructors: Ousterhout, J. (PI)",FALSE,FALSE,TRUE,1 ," Ousterhout, J. (PI)"
CS 390V,Part-time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 191 »",TRUE,TRUE,TRUE,1 ," Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 191 »"
CS 390W,Part-time Curricular Practical Training,"For qualified computer science PhD students only. Permission number required for enrollment; see the CS PhD program administrator in Gates room 196. May be taken just once; not repeatable. Educational opportunities in high technology research and development labs in the computing industry. Qualified computer science students engage in research and integrate that work into their academic program. Students register during the quarter they are employed and complete a research report outlining their work activity, problems investigated, results, and follow-on projects they expect to perform. Students on F1 visas should be aware that completing 12 or more months of full-time CPT will make them ineligible for Optional Practical Training (OPT).","Terms: Aut, Win, Spr, Sum | Units: 1 | Grading: Satisfactory/No Credit","Instructors: Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 191W »",TRUE,TRUE,TRUE,1 ," Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 191W »"
CS 393,Computer Laboratory,For CS graduate students. A substantial computer program is designed and implemented; written report required. Recommended as a preparation for dissertation research. Register using the section number associated with the instructor. Prerequisite: consent of instructor.,"Terms: Aut, Win, Spr, Sum | Units: 1-9 | Repeatable for credit | Grading: Letter or Credit/No Credit","Instructors: Aiken, A. (PI) ; Altman, R. (PI) ; Baker, M. (PI) ...more instructors for CS 192 »",TRUE,TRUE,TRUE,1-9 ," Aiken, A. (PI) ; Altman, R. (PI) ; Baker, M. (PI) ...more instructors for CS 192 »"
CS 395,Independent Database Project,For graduate students in Computer Science. Use of database management or file systems for a substantial application or implementation of components of database management system. Written analysis and evaluation required. Register using the section number associated with the instructor. Prerequisite: consent of instructor.,"Terms: Aut, Win, Spr, Sum | Units: 1-6 | Repeatable for credit | Grading: Letter or Credit/No Credit","Instructors: Stepp, M. (PI)",TRUE,TRUE,TRUE,1-6 ," Stepp, M. (PI)"
CS 399,Independent Project,Letter grade only. This course is for graduate students only. Undergraduate students should enroll in CS199.,"Terms: Aut, Win, Spr, Sum | Units: 1-9 | Repeatable for credit | Grading: Letter (ABCD/NP)","Instructors: Hegarty, P. (PI)",TRUE,TRUE,TRUE,1-9 ," Hegarty, P. (PI)"
CS 399P,Independent Project,Graded satisfactory/no credit. This course is for graduate students only. Undergraduate students should enroll in CS199P.,"Terms: Aut, Win, Spr, Sum | Units: 1-9 | Repeatable for credit | Grading: Satisfactory/No Credit","Instructors: Borenstein, J. (PI)",TRUE,TRUE,TRUE,1-9 ," Borenstein, J. (PI)"
CS 402,Beyond Bits and Atoms: Designing Technological Tools (EDUC 236),"Practicum in designing and building technology-enabled curricula and hands-on learning environments. Students use software toolkits and state-of-the-art fabrication machines to design educational software, educational toolkits, and tangible user interfaces. The course will focus on designing low-cost technologies, particularly for urban school in the US and abroad. We will explore theoretical and design frameworks from the constructionist learning perspective, critical pedagogy, interaction design for children. Interested students should complete the application at https://web.stanford.edu/class/educ211 by January 5, and come to the first class at 9am in CERAS 101.",Terms: Win | Units: 3-4 | Grading: Letter or Credit/No Credit,"Instructors: Landay, J. (PI)",FALSE,TRUE,FALSE,3-4 ," Landay, J. (PI)"
CS 402L,Beyond Bits and Atoms - Lab (EDUC 211),"This course is a hands-on lab in the prototyping and fabrication of tangible technologies, with a special focus in learning and education. We will learn how to use state-of-the-art fabrication machines (3D printers, 3D scanners, laser cutters, routers) to design educational toolkits, educational toys, science kits, and tangible user interfaces. A special focus of the course will be to design low-cost technologies, particularly for urban school in the US and abroad. Interested students should complete the application at https://web.stanford.edu/class/educ211 by January 5, and come to the first class at 9am in CERAS 101.",Terms: Win | Units: 1-3 | Grading: Letter (ABCD/NP),"Instructors: Borenstein, J. (PI)",FALSE,TRUE,FALSE,1-3 ," Borenstein, J. (PI)"
CS 428,Computation and Cognition: The Probabilistic Approach (PSYCH 204),"This course will introduce the probabilistic approach to cognitive science, in which learning and reasoning are understood as inference in complex probabilistic models. Examples will be drawn from areas including concept learning, causal reasoning, social cognition, and language understanding. Formal modeling ideas and techniques will be discussed in concert with relevant empirical phenomena.",Terms: Aut | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Bejerano, G. (PI) ; Genesereth, M. (PI) ; Ng, A. (PI)",TRUE,FALSE,FALSE,3 ," Bejerano, G. (PI) ; Genesereth, M. (PI) ; Ng, A. (PI)"
CS 431,High-level Vision: From Neurons to Deep Neural Networks (PSYCH 250),"Interdisciplinary seminar focusing on understanding how computations in the brain enable rapid and efficient object perception. Covers topics from multiple perspectives drawing on recent research in Psychology, Neuroscience, and Computer Science. Emphasis on discussing recent empirical findings, methods and theoretical debates in the field.",Terms: Spr | Units: 1-3 | Grading: Letter or Credit/No Credit,"Instructors: Smith, S. (PI)",FALSE,FALSE,TRUE,1-3 ," Smith, S. (PI)"
CS 448B,Data Visualization,"Techniques and algorithms for creating effective visualizations based on principles from graphic design, visual art, perceptual psychology, and cognitive science. Topics: graphical perception, data and image models, visual encoding, graph and tree layout, color, animation, interaction techniques, automated design. Lectures, reading, and project. Prerequisite: one of 147, 148, or equivalent.",Terms: Aut | Units: 3 | Repeatable for credit | Grading: Letter or Credit/No Credit,"Instructors: Conklin, T. (PI) ; Kincaid, C. (PI) ; Sahami, M. (PI) ; Watson, J. (PI)",TRUE,FALSE,FALSE,3 ," Conklin, T. (PI) ; Kincaid, C. (PI) ; Sahami, M. (PI) ; Watson, J. (PI)"
CS 448I,Computational Imaging and Display (EE 367),"Spawned by rapid advances in optical fabrication and digital processing power, a new generation of imaging technology is emerging: computational cameras at the convergence of applied mathematics, optics, and high-performance computing. Similar trends are observed for modern displays pushing the boundaries of resolution, contrast, 3D capabilities, and immersive experiences through the co-design of optics, electronics, and computation. This course serves as an introduction to the emerging field of computational imaging and displays. Students will learn to master bits and photons.",Terms: Win | Units: 3 | Grading: Letter or Credit/No Credit,"Instructors: Conklin, T. (PI) ; Kincaid, C. (PI) ; Sahami, M. (PI) ; Watson, J. (PI)",FALSE,TRUE,FALSE,3 ," Conklin, T. (PI) ; Kincaid, C. (PI) ; Sahami, M. (PI) ; Watson, J. (PI)"
CS 476A,"Music, Computing, Design I: The Art of Design (MUSIC 256A)","Creative design for computer music software. Programming, audiovisual design, as well as software design for musical tools, instruments, toys, and games. Provides paradigms and strategies for designing and building music software, with emphases on interactive systems, aesthetics, and artful product design. Course work includes several programming assignments and a ""design+implement"" final project. Prerequisite: experience in C/C++ and/or Java.See https://ccrma.stanford.edu/courses/256a/",Terms: Aut | Units: 3-4 | Grading: Letter (ABCD/NP),"Instructors: Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 199 »",TRUE,FALSE,FALSE,3-4 ," Agrawala, M. (PI) ; Aiken, A. (PI) ; Akeley, K. (PI) ...more instructors for CS 199 »"
